,Habitat,Site.Name,Transect,Depth,Quad,File.Name,Point..,Major.Category,Subcategory,Notes,category,value
596,Coral,Anakena,3,15,2,C:\CPCe_41_inst\rapanui2016\ApT3Q4IMG_0179.cpc,46,Coral,Por,,Por ,1
597,Coral,Anakena,3,15,2,C:\CPCe_41_inst\rapanui2016\ApT3Q4IMG_0179.cpc,47,Coral,Por,,Por ,1
598,Coral,Anakena,3,15,2,C:\CPCe_41_inst\rapanui2016\ApT3Q4IMG_0179.cpc,48,Coral,Por,,Por ,1
599,Coral,Anakena,3,15,2,C:\CPCe_41_inst\rapanui2016\ApT3Q4IMG_0179.cpc,49,Coral,Por,,Por ,1
600,Coral,Anakena,3,15,2,C:\CPCe_41_inst\rapanui2016\ApT3Q4IMG_0179.cpc,50,Coral,Por,,Por ,1
601,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,1,"Tape, Wand, Shadow",Sha,,Sha ,1
602,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,2,Coral,Poc,,Poc ,1
603,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,3,Coral,Por,,Por ,1
604,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,4,Coral,Poc,,Poc ,1
605,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,5,"Tape, Wand, Shadow",Sha,,Sha ,1
606,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,6,Coral,Por,,Por ,1
607,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,7,Coral,Por,,Por ,1
608,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,8,Algae,Hal,,Hal ,1
609,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,9,Coral,Por,,Por ,1
610,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,10,Dead Coral Algae,DPor,pelgre,DPor pelgre,1
611,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,11,Coral,Por,,Por ,1
612,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,12,Coral,Por,,Por ,1
613,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,13,Coral,Por,,Por ,1
614,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,14,Dead Coral Algae,DPor,INDcrustLAM,DPor INDcrustLAM,1
615,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,15,Coral,Por,,Por ,1
616,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,16,Dead Coral Algae,DPor,Hal,DPor Hal,1
617,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,17,Dead Coral Algae,DPor,Hal,DPor Hal,1
618,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,18,Coral,Por,,Por ,1
619,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,19,Algae,codinv,,codinv ,1
620,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,20,Coral,Por,,Por ,1
621,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,21,Coral,Por,,Por ,1
622,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,22,Coral,Por,,Por ,1
623,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,23,Coral,Por,,Por ,1
624,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,24,Coral,Por,,Por ,1
625,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,25,Coral,Por,,Por ,1
626,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,26,Coral,Por,,Por ,1
627,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,27,Coral,Por,,Por ,1
628,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,28,Coral,Por,,Por ,1
629,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,29,Coral,Por,,Por ,1
630,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,30,Coral,Por,,Por ,1
631,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,31,Coral,Por,,Por ,1
632,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,32,Coral,Por,,Por ,1
633,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,33,Coral,Por,,Por ,1
634,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,34,Coral,Por,,Por ,1
635,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,35,Coral,Por,,Por ,1
636,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,36,Coral,Por,,Por ,1
637,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,37,Coral,Por,,Por ,1
638,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,38,Coral,Por,,Por ,1
639,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,39,Coral,Por,,Por ,1
640,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,40,Coral,Poc,,Poc ,1
641,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,41,Algae,Hal,,Hal ,1
642,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,42,Algae,Hal,,Hal ,1
643,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,43,Coral,Por,,Por ,1
644,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,44,Coral,Por,,Por ,1
645,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,45,Coral,Por,,Por ,1
646,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,46,Dead Coral Algae,DPor,INDfol,DPor INDfol,1
647,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,47,Coral,Por,,Por ,1
648,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,48,Algae,Hal,,Hal ,1
649,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,49,Coral,Por,,Por ,1
650,Coral,Anakena,3,15,3,C:\CPCe_41_inst\rapanui2016\ApT3Q5IMG_0180.cpc,50,Coral,Por,,Por ,1
651,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,1,Coral,Por,,Por ,1
652,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,2,"Tape, Wand, Shadow",Sha,,Sha ,1
653,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,3,Coral,Por,,Por ,1
654,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,4,Algae,Hal,,Hal ,1
655,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,5,Coral,Por,,Por ,1
656,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,6,Coral,Por,,Por ,1
657,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,7,Coral,Por,,Por ,1
658,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,8,Coral,Por,,Por ,1
659,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,9,Algae,codinv,,codinv ,1
660,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,10,Coral,Por,,Por ,1
661,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,11,Coral,Por,,Por ,1
662,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,12,Coral,Por,,Por ,1
663,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,13,Coral,Por,,Por ,1
664,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,14,Coral,Por,,Por ,1
665,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,15,Dead Coral Algae,DPor,INDfil,DPor INDfil,1
666,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,16,Coral,Por,,Por ,1
667,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,17,"Tape, Wand, Shadow",Sha,,Sha ,1
668,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,18,"Tape, Wand, Shadow",Sha,,Sha ,1
669,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,19,Dead Coral Algae,DPor,INDfil,DPor INDfil,1
670,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,20,Coral,Poc,,Poc ,1
671,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,21,Coral,Por,,Por ,1
672,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,22,Coral,Poc,,Poc ,1
673,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,23,Coral,Por,,Por ,1
674,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,24,Dead Coral Algae,DPoc,INDfil,DPoc INDfil,1
675,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,25,Coral,Por,,Por ,1
676,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,26,Dead Coral Algae,DPoc,INDfil,DPoc INDfil,1
677,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,27,Dead Coral Algae,DPoc,INDfil,DPoc INDfil,1
678,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,28,Coral,Por,,Por ,1
679,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,29,Coral,Por,,Por ,1
680,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,30,Coral,Por,,Por ,1
681,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,31,Coral,Por,,Por ,1
682,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,32,Coral,Por,,Por ,1
683,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,33,Coral,Por,,Por ,1
684,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,34,Coral,Por,,Por ,1
685,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,35,Coral,Por,,Por ,1
686,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,36,Coral,Por,,Por ,1
687,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,37,Coral,Por,,Por ,1
688,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,38,Coral,Por,,Por ,1
689,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,39,Coral,Por,,Por ,1
690,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,40,Coral,Por,,Por ,1
691,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,41,Coral,Por,,Por ,1
692,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,42,Coral,Poc,,Poc ,1
693,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,43,Coral,Por,,Por ,1
694,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,44,Coral,Por,,Por ,1
695,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,45,Coral,Por,,Por ,1
696,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,46,Dead Coral Algae,DPor,pelgre,DPor pelgre,1
697,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,47,Coral,Por,,Por ,1
698,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,48,Coral,Por,,Por ,1
699,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,49,Coral,Por,,Por ,1
700,Coral,Anakena,3,15,4,C:\CPCe_41_inst\rapanui2016\ApT3Q7IMG_0182.cpc,50,Coral,Por,,Por ,1
701,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,1,Coral,Por,,Por ,1
702,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,2,Coral,Por,,Por ,1
703,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,3,Algae,Hal,,Hal ,1
704,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,4,Coral,Por,,Por ,1
705,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,5,Coral,Por,,Por ,1
706,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,6,Algae,Hal,,Hal ,1
707,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,7,Coral,Por,,Por ,1
708,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,8,Algae,Hal,,Hal ,1
709,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,9,Coral,Por,,Por ,1
710,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,10,Coral,Por,,Por ,1
711,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,11,Coral,Por,,Por ,1
712,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,12,Coral,Por,,Por ,1
713,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,13,Coral,Por,,Por ,1
714,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,14,Coral,Por,,Por ,1
715,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,15,Coral,Por,,Por ,1
716,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,16,Coral,Por,,Por ,1
717,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,17,Coral,Por,,Por ,1
718,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,18,Coral,Por,,Por ,1
719,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,19,Coral,Por,,Por ,1
720,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,20,Coral,Por,,Por ,1
721,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,21,Coral,Por,,Por ,1
722,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,22,Coral,Por,,Por ,1
723,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,23,Coral,Por,,Por ,1
724,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,24,Coral,Por,,Por ,1
725,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,25,Coral,Por,,Por ,1
726,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,26,Coral,Por,,Por ,1
727,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,27,Coral,Por,,Por ,1
728,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,28,Coral,Por,,Por ,1
729,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,29,Coral,Por,,Por ,1
730,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,30,Coral,Por,,Por ,1
731,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,31,Coral,Por,,Por ,1
732,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,32,Coral,Por,,Por ,1
733,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,33,Coral,Por,,Por ,1
734,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,34,Coral,Por,,Por ,1
735,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,35,Coral,Por,,Por ,1
736,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,36,Coral,Por,,Por ,1
737,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,37,Coral,Por,,Por ,1
738,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,38,Coral,Por,,Por ,1
739,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,39,Coral,Por,,Por ,1
740,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,40,Coral,Por,,Por ,1
741,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,41,Algae,Hal,,Hal ,1
742,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,42,Coral,Por,,Por ,1
743,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,43,Coral,Por,,Por ,1
744,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,44,Coral,Por,,Por ,1
745,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,45,Coral,Por,,Por ,1
746,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,46,Coral,Por,,Por ,1
747,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,47,Coral,Por,,Por ,1
748,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,48,Coral,Por,,Por ,1
749,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,49,Coral,Por,,Por ,1
750,Coral,Anakena,3,15,5,C:\CPCe_41_inst\rapanui2016\ApT3Q8IMG_0183.cpc,50,Coral,Por,,Por ,1
751,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,1,Coral,Por,,Por ,1
752,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,2,Coral,Por,,Por ,1
753,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,3,Coral,Por,,Por ,1
754,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,4,Coral,Por,,Por ,1
755,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,5,Coral,Por,,Por ,1
756,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,6,Coral,Por,,Por ,1
757,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,7,Coral,Por,,Por ,1
758,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,8,Coral,Por,,Por ,1
759,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,9,Coral,Por,,Por ,1
760,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,10,Coral,Por,,Por ,1
761,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,11,Coral,Por,,Por ,1
762,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,12,Coral,Dporfree,,Dporfree ,1
763,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,13,Substrate,R+,,R+ ,1
764,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,14,Coral,Por,,Por ,1
765,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,15,Coral,Por,,Por ,1
766,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,16,Coral,Por,,Por ,1
767,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,17,Substrate,R+,,R+ ,1
768,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,18,Dead Coral Algae,DPor,pelgre,DPor pelgre,1
769,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,19,Dead Coral Algae,DPor,pelgre,DPor pelgre,1
770,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,20,Coral,Por,,Por ,1
771,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,21,Coral,Por,,Por ,1
772,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,22,Coral,Por,,Por ,1
773,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,23,"Tape, Wand, Shadow",Sha,,Sha ,1
774,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,24,Substrate,R-,,R- ,1
775,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,25,Substrate,R+,,R+ ,1
776,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,26,Coral,Por,,Por ,1
777,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,27,Coral,Por,,Por ,1
778,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,28,Substrate,R+,,R+ ,1
779,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,29,Coral,Por,,Por ,1
780,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,30,Dead Coral Algae,DPor,INDfil,DPor INDfil,1
781,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,31,Coral,Por,,Por ,1
782,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,32,Coral,Por,,Por ,1
783,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,33,Coral,Por,,Por ,1
784,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,34,Coral,Por,,Por ,1
785,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,35,Coral,Por,,Por ,1
786,Coral,Anakena,1,5,1,C:\CPCe_41_inst\rapanui2016\AsT1Q10IMG_0217.cpc,36,Substrate,R+,,R+ ,1
