,Habitat,Site.Name,Transect,Depth,Quad,File.Name,Point..,Major.Category,Subcategory,Notes,category,value
4377,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,27,Coral,Poc,,Poc ,1
4378,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,28,Coral,Por,,Por ,1
4379,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,29,Dead Coral Algae,DPor,pelred,DPor pelred,1
4380,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,30,Dead Coral Algae,DPor,,DPor ,1
4381,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,31,"Tape, Wand, Shadow",Sha,,Sha ,1
4382,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,32,Coral,Por,,Por ,1
4383,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,33,Coral,Por,,Por ,1
4384,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,34,Coral,Por,,Por ,1
4385,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,35,Coral,Poc,,Poc ,1
4386,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,36,Coral,Poc,,Poc ,1
4387,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,37,Dead Coral Algae,DPor,,DPor ,1
4388,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,38,Coral,Poc,,Poc ,1
4389,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,39,Coral,Por,,Por ,1
4390,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,40,Dead Coral Algae,DPor,pelred,DPor pelred,1
4391,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,41,Dead Coral Algae,DPor,,DPor ,1
4392,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,42,Dead Coral Algae,DPor,pelred,DPor pelred,1
4393,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,43,Coral,Por,,Por ,1
4394,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,44,Dead Coral Algae,DPor,pelred,DPor pelred,1
4395,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,45,Dead Coral Algae,DPor,Hal,DPor Hal,1
4396,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,46,Coral,Por,,Por ,1
4397,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,47,Coral,Por,,Por ,1
4398,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,48,Coral,Poc,,Poc ,1
4399,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,49,Coral,Poc,,Poc ,1
4400,Coral,Motu tautara,3,5,3,C:\CPCe_41_inst\rapanui2016\MsT3Q5IMG_0407.cpc,50,Coral,Poc,,Poc ,1
4401,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,1,Coral,Poc,,Poc ,1
4402,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,2,Coral,Poc,,Poc ,1
4403,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,3,Coral,Por,,Por ,1
4404,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,4,Coral,Por,,Por ,1
4405,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,5,Coral,Por,,Por ,1
4406,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,6,Coral,Poc,,Poc ,1
4407,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,7,Coral,Por,,Por ,1
4408,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,8,Coral,Por,,Por ,1
4409,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,9,Coral,Poc,,Poc ,1
4410,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,10,Coral,Poc,,Poc ,1
4411,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,11,Coral,Por,,Por ,1
4412,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,12,Substrate,R-,,R- ,1
4413,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,13,Coral,Por,,Por ,1
4414,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,14,Coral,Por,,Por ,1
4415,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,15,Coral,Poc,,Poc ,1
4416,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,16,Coral,Por,,Por ,1
4417,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,17,Coral,Poc,,Poc ,1
4418,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,18,Coral,Por,,Por ,1
4419,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,19,Coral,Poc,,Poc ,1
4420,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,20,Coral,Por,,Por ,1
4421,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,21,Coral,Poc,,Poc ,1
4422,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,22,Coral,Por,,Por ,1
4423,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,23,Coral,Por,,Por ,1
4424,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,24,Coral,Poc,,Poc ,1
4425,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,25,Coral,Por,,Por ,1
4426,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,26,Coral,Por,,Por ,1
4427,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,27,Coral,Por,,Por ,1
4428,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,28,Coral,Poc,,Poc ,1
4429,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,29,Coral,Poc,,Poc ,1
4430,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,30,Dead Coral Algae,DPor,INDfil,DPor INDfil,1
4431,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,31,Coral,Por,,Por ,1
4432,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,32,Dead Coral Algae,DPor,,DPor ,1
4433,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,33,Coral,Por,,Por ,1
4434,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,34,"Tape, Wand, Shadow",Sha,,Sha ,1
4435,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,35,Coral,Por,,Por ,1
4436,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,36,Coral,Por,,Por ,1
4437,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,37,Coral,Por,,Por ,1
4438,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,38,Coral,Por,,Por ,1
4439,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,39,Coral,Por,,Por ,1
4440,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,40,Coral,Por,,Por ,1
4441,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,41,Coral,Por,,Por ,1
4442,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,42,Coral,Poc,,Poc ,1
4443,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,43,Coral,Por,,Por ,1
4444,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,44,Coral,Poc,,Poc ,1
4445,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,45,Coral,Poc,,Poc ,1
4446,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,46,Coral,Por,,Por ,1
4447,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,47,Coral,Por,,Por ,1
4448,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,48,Coral,Por,,Por ,1
4449,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,49,Coral,Poc,,Poc ,1
4450,Coral,Motu tautara,3,5,4,C:\CPCe_41_inst\rapanui2016\MsT3Q7IMG_0409.cpc,50,Substrate,R+,INDcrustCAL,R+ INDcrustCAL,1
4451,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,1,Coral,Por,,Por ,1
4452,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,2,Dead Coral Algae,DPor,INDfil,DPor INDfil,1
4453,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,3,Coral,Poc,,Poc ,1
4454,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,4,Coral,Poc,,Poc ,1
4455,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,5,Coral,Por,,Por ,1
4456,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,6,Coral,Por,,Por ,1
4457,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,7,Coral,Por,,Por ,1
4458,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,8,Coral,Poc,,Poc ,1
4459,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,9,Coral,Por,,Por ,1
4460,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,10,Coral,Por,,Por ,1
4461,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,11,Coral,Por,,Por ,1
4462,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,12,Coral,Por,,Por ,1
4463,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,13,Coral,Por,,Por ,1
4464,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,14,Coral,Por,,Por ,1
4465,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,15,Coral,Por,,Por ,1
4466,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,16,Coral,Por,,Por ,1
4467,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,17,Coral,Por,,Por ,1
4468,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,18,Coral,Por,,Por ,1
4469,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,19,Coral,Por,,Por ,1
4470,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,20,Coral,Por,,Por ,1
4471,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,21,Coral,Por,,Por ,1
4472,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,22,Coral,Por,,Por ,1
4473,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,23,Coral,Por,,Por ,1
4474,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,24,Coral,Por,,Por ,1
4475,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,25,Coral,Poc,,Poc ,1
4476,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,26,Coral,Por,,Por ,1
4477,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,27,"Tape, Wand, Shadow",Sha,,Sha ,1
4478,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,28,Coral,Poc,,Poc ,1
4479,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,29,Coral,Por,,Por ,1
4480,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,30,Dead Coral Algae,DPor,pelgre,DPor pelgre,1
4481,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,31,Coral,Por,,Por ,1
4482,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,32,Coral,Por,,Por ,1
4483,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,33,Coral,Por,,Por ,1
4484,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,34,Coral,Por,,Por ,1
4485,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,35,Coral,Por,,Por ,1
4486,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,36,Coral,Por,,Por ,1
4487,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,37,Coral,Por,,Por ,1
4488,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,38,Coral,Por,,Por ,1
4489,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,39,Coral,Por,,Por ,1
4490,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,40,Coral,Por,,Por ,1
4491,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,41,Coral,Por,,Por ,1
4492,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,42,Coral,Por,,Por ,1
4493,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,43,Coral,Por,,Por ,1
4494,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,44,Coral,Por,,Por ,1
4495,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,45,Coral,Por,,Por ,1
4496,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,46,Dead Coral Algae,DPor,pelred,DPor pelred,1
4497,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,47,Coral,Por,,Por ,1
4498,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,48,"Tape, Wand, Shadow",Sha,,Sha ,1
4499,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,49,"Tape, Wand, Shadow",Sha,,Sha ,1
4500,Coral,Motu tautara,3,5,5,C:\CPCe_41_inst\rapanui2016\MsT3Q8IMG_0410.cpc,50,Coral,Por,,Por ,1
4501,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,1,"Tape, Wand, Shadow",Sha,,Sha ,1
4502,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,2,Coral,Por,,Por ,1
4503,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,3,Coral,Por,,Por ,1
4504,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,4,Coral,Por,,Por ,1
4505,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,5,"Tape, Wand, Shadow",Sha,,Sha ,1
4506,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,6,Coral,Por,,Por ,1
4507,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,7,Coral,Por,,Por ,1
4508,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,8,Coral,Por,,Por ,1
4509,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,9,Coral,Por,,Por ,1
4510,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,10,Coral,Por,,Por ,1
4511,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,11,Dead Coral Algae,DPoc,,DPoc ,1
4512,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,12,Coral,Por,,Por ,1
4513,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,13,Coral,Por,,Por ,1
4514,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,14,Coral,Por,,Por ,1
4515,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,15,Coral,Por,,Por ,1
4516,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,16,Coral,Por,,Por ,1
4517,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,17,Coral,Por,,Por ,1
4518,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,18,Coral,Por,,Por ,1
4519,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,19,Coral,Por,,Por ,1
4520,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,20,Coral,Por,,Por ,1
4521,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,21,Coral,Por,,Por ,1
4522,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,22,Dead Coral Algae,DPoc,,DPoc ,1
4523,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,23,"Tape, Wand, Shadow",Sha,,Sha ,1
4524,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,24,Coral,Por,,Por ,1
4525,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,25,Coral,Por,,Por ,1
4526,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,26,Coral,Poc,,Poc ,1
4527,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,27,Coral,Por,,Por ,1
4528,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,28,Coral,Por,,Por ,1
4529,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,29,Algae,Hal,,Hal ,1
4530,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,30,Coral,Por,,Por ,1
4531,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,31,"Tape, Wand, Shadow",Sha,,Sha ,1
4532,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,32,Coral,Por,,Por ,1
4533,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,33,Coral,Por,,Por ,1
4534,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,34,Coral,Por,,Por ,1
4535,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,35,Coral,Poc,,Poc ,1
4536,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,36,"Tape, Wand, Shadow",Sha,,Sha ,1
4537,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,37,"Tape, Wand, Shadow",Sha,,Sha ,1
4538,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,38,Coral,Poc,,Poc ,1
4539,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,39,"Tape, Wand, Shadow",Sha,,Sha ,1
4540,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,40,"Tape, Wand, Shadow",Sha,,Sha ,1
4541,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,41,Coral,Por,,Por ,1
4542,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,42,Coral,Por,,Por ,1
4543,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,43,Coral,Por,,Por ,1
4544,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,44,Coral,Por,,Por ,1
4545,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,45,Coral,Por,,Por ,1
4546,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,46,"Tape, Wand, Shadow",Sha,,Sha ,1
4547,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,47,Coral,Por,,Por ,1
4548,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,48,Coral,Por,,Por ,1
4549,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,49,Coral,Por,,Por ,1
4550,Coral,Frente Hotel,1,15,1,C:\CPCe_41_inst\rapanui2016\FpT1Q2IMG_0318.cpc,50,Coral,Por,,Por ,1
4551,Coral,Frente Hotel,1,15,2,C:\CPCe_41_inst\rapanui2016\FpT1Q4IMG_0320.cpc,1,"Tape, Wand, Shadow",Sha,,Sha ,1
4552,Coral,Frente Hotel,1,15,2,C:\CPCe_41_inst\rapanui2016\FpT1Q4IMG_0320.cpc,2,Coral,Por,,Por ,1
4553,Coral,Frente Hotel,1,15,2,C:\CPCe_41_inst\rapanui2016\FpT1Q4IMG_0320.cpc,3,Coral,Por,,Por ,1
4554,Coral,Frente Hotel,1,15,2,C:\CPCe_41_inst\rapanui2016\FpT1Q4IMG_0320.cpc,4,Coral,Por,,Por ,1
4555,Coral,Frente Hotel,1,15,2,C:\CPCe_41_inst\rapanui2016\FpT1Q4IMG_0320.cpc,5,Coral,Por,,Por ,1
4556,Coral,Frente Hotel,1,15,2,C:\CPCe_41_inst\rapanui2016\FpT1Q4IMG_0320.cpc,6,Coral,Por,,Por ,1
4557,Coral,Frente Hotel,1,15,2,C:\CPCe_41_inst\rapanui2016\FpT1Q4IMG_0320.cpc,7,Coral,Por,,Por ,1
